workerid,proliferate.condition,age,ethnicity,feedback,gender,race,error
682,Condition 3,23,Non-Hispanic,Responded based on the other player's assumptions regarding what I say.,Male,Asian,
691,Condition 3,33,Non-Hispanic,The probability of the switches turning on.,Female,White,
690,Condition 3,29,Non-Hispanic,"I tried to respond in a way that made them think more about the switch that caused a ""bad"" reaction",Male,Multiracial,
670,Condition 3,42,Non-Hispanic,,other_gender,White,
686,Condition 3,41,Non-Hispanic,I didn't think it made a difference if I told her why her team lost a point.,Female,White,
745,Condition 3,32,Non-Hispanic,"I assumed that based on my explanation, the other player would target the switch I mentioned (blue) to ensure it stays off. That way, we go into the next round with just a 20% chance of losing a point per the orange switch's odds, regardless of the scenario.",Male,White,
587,Condition 3,39,Non-Hispanic,"Biggest factor was which version of the game it was, the first or the second.",Male,White,
621,Condition 3,32,Non-Hispanic,i told them about the higher chance one turning on to maybe help us save a point,Female,White,
758,Condition 3,25,Non-Hispanic,"The blue switch is likely to always be switched on regardless, so it might as well be pointed out that the orange switch had a part in it to the team member.",Male,Asian,
739,Condition 3,30,Non-Hispanic,Knowing that my side had an 80% chance of getting yes influenced my decisions.,Female,White,
562,Condition 3,65,Non-Hispanic,The blue is much more likely to come on so it would be best to influence them not to choose the blue switch in order not to lose a point.,Female,White,
776,Condition 3,21,Non-Hispanic,The rules of the game,Female,Black/African American,
583,Condition 3,29,Non-Hispanic,i chose to respond this way because the chance that orange turned on was lower than blue. ,Female,White,
796,Condition 3,43,Non-Hispanic,The percentage of the blue and orange turning on was the biggest influence ,Male,White,
724,Condition 3,37,Non-Hispanic,I want them to turn the blue switch off so hopefully orange is off too,Female,White,
771,Condition 3,71,Non-Hispanic,the first time I chose based I what my non math brain thought was probability. The second was more of a guess since the orange had a high chance of staying off.,Female,White,
708,Condition 3,47,Non-Hispanic,I just thought it was simple common sense,Male,White,
609,Condition 3,50,Non-Hispanic,,Female,White,
674,Condition 3,38,Non-Hispanic,Probability of the blue switch to be on.,Male,White,
553,Condition 3,25,Hispanic,It seemed it would be better if the other participant pulled the Orange lever on the next attempt since it has only a 20% chance of turning on.,Male,White,
695,Condition 3,33,Non-Hispanic,I decided to respond based on what is better to help me win.,Male,Asian,
