workerid,proliferate.condition,age,ethnicity,feedback,gender,race,error
2792,Condition_2,25,Non-Hispanic,"No, just used the info provided.",Female,White,
2840,Condition_2,25,Non-Hispanic,"If I told Alice the cheaper lever, she would be more likely to not spend the extra dollar on pulling the orange lever",Female,White,
2834,Condition_2,60,Non-Hispanic,I think both suggestions were equally as good.  ,Female,White,
2799,Condition_2,33,Non-Hispanic,"I chose to tell her that it was because the blue switch turned on, that way if she had a choice between turning blue or orange on, she would pick blue (which costs less).",Male,White,
2862,Condition_2,39,Non-Hispanic,Either explanation was technically true.,Male,White,
2816,Condition_2,60,Non-Hispanic,I thought it was true. ,Female,White,
2793,Condition_2,44,Non-Hispanic,I just answered based on the information that I was given. ,Female,White,
2820,Condition_2,21,Non-Hispanic,"It costs less to turn the blue switch on, so I would say that is what determined it. ",Non-binary,White,
2824,Condition_2,24,,,Female,Black/African American,
2778,Condition_2,47,Non-Hispanic,"Both switches were on, so either answer would have been right. ",Female,White,
2852,Condition_2,47,Non-Hispanic,I chose the correct answer,Female,White,
2879,Condition_2,37,Non-Hispanic,THe instructions,Male,White,
2878,Condition_2,33,Non-Hispanic,Both answers would have sufficed.,Male,White,
2874,Condition_2,33,Non-Hispanic,"The blue switch cost less, so all other things being equal, telling Alice it's because of that is the best choice
",Male,other_race,
2788,Condition_2,34,Non-Hispanic,both were on so we won no matter which was on.,Male,White,
2807,Condition_2,52,Non-Hispanic,So she would use the cheaper blue switch.,Female,White,
2860,Condition_2,30,Non-Hispanic,I wanted to encourage her to turn the blue switch on,Male,White,
2868,Condition_2,54,Non-Hispanic,"The crucial factor in this decision is that both switches are turning ON, leading to winning $5. Since the outcome depends on the state of either switch, attributing the win to the blue or orange switch is equally valid. Therefore, both explanations are equally good.",Female,White,
2784,Condition_2,43,Hispanic,"They were both in the same position, so both were the reason we won. We only needed one in the on position to win.",Female,Multiracial,
2848,Condition_2,60,Non-Hispanic,because the statement is true and direct.,Female,White,
2870,Condition_2,30,Non-Hispanic,One T/F question was wrong...I was forced to answer that both levers need to be ON to win $5. but that is not what the instructions stated.,Female,White,
2830,Condition_2,22,Non-Hispanic,"The only factors that influenced me are the facts I was given. Also, the one comprehension question is incorrect. It says ""both switches need to be on"" when that's not true",Male,White,
2804,Condition_2,51,Non-Hispanic,One explanation was not superior to the other. No comments.,Male,White,
2828,Condition_2,23,Hispanic,The solution that cost the least and achieved the desired outcome.,Male,Multiracial,
2880,Condition_2,28,Non-Hispanic,,Male,White,
2856,Condition_2,56,Non-Hispanic,,Male,White,
2796,Condition_1,44,Non-Hispanic,Both turned on resulted in us winning so either explanation would be correct. ,Female,White,
2822,Condition_1,57,,Guessed,other_gender,other_race,
2847,Condition_1,34,Non-Hispanic,,Female,Asian,
2787,Condition_1,55,Non-Hispanic,Both switches were turned on,Female,Black/African American,
2864,Condition_1,47,Non-Hispanic,no comment,Female,Black/African American,
2872,Condition_1,42,Non-Hispanic,I followed the instructions,Female,White,
2859,Condition_1,31,Non-Hispanic,"I wanted to chose the blue switch, so I wanted her to choose the orange switch.",Female,White,
2867,Condition_1,49,Non-Hispanic,"Telling her that we won because the blue switch turned on would hopefully encourage her to manually turn on the blue switch in subsequent rounds, which would only cost us $1 if we are unlucky.",Male,White,
2791,Condition_1,55,Non-Hispanic,I chose my response because it explained the game in general terms.  I do not have any questions or comments,Female,White,
